question_col	runs_col	bleu_col	bleu_hybrid_col	f1_col	f1_hybrid_col
99.0	1.0	7.121386095146805e-155	7.121386095146805e-155	0.21875	0.21875
98.0	1.0	0.0844251150049985	0.0844251150049985	0.1818181818181818	0.1818181818181818
86.0	1.0	0.0971122304910638	0.0971122304910638	0.2142857142857142	0.2142857142857142
84.0	1.0	0.107680466817526	0.107680466817526	0.1999999999999999	0.1999999999999999
81.0	1.0	5.3158692855940656e-155	5.3158692855940656e-155	0.2222222222222222	0.2222222222222222
73.0	1.0	0.1849304691034943	0.1849304691034943	0.2238805970149253	0.2238805970149253
66.0	0.0	0.0788907428202406	0.0	0.2448979591836734	0.0
64.0	1.0	6.223629500679345e-155	6.223629500679345e-155	0.1935483870967742	0.1935483870967742
6.0	0.0	2.939637870305219e-155	0.0	0.0816326530612244	0.0
56.0	1.0	0.2476944253157132	0.2476944253157132	0.25	0.25
49.0	0.0	1.755543410864178e-78	0.0	0.1896551724137931	0.0
44.0	0.0	0.1198405375667914	0.0	0.169811320754717	0.0
42.0	0.0	0.1645494395423275	0.0	0.32	0.0
4.0	1.0	4.447031760088731e-155	4.447031760088731e-155	0.15	0.15
37.0	1.0	3.132803193844364e-78	3.132803193844364e-78	0.2424242424242424	0.2424242424242424
32.0	1.0	0.1142426173642278	0.1142426173642278	0.1951219512195122	0.1951219512195122
31.0	1.0	0.1983544145418288	0.1983544145418288	0.3103448275862069	0.3103448275862069
29.0	1.0	4.452250377698693e-155	4.452250377698693e-155	0.1282051282051282	0.1282051282051282
23.0	1.0	0.1629844506584659	0.1629844506584659	0.2777777777777777	0.2777777777777777
68.0	1.0	0.2371182232450986	0.2371182232450986	0.2692307692307692	0.2692307692307692
22.0	0.0	3.860695737644402e-155	0.0	0.1395348837209302	0.0
214.0	0.0	0.1341063964832027	0.0	0.2340425531914894	0.0
210.0	0.0	0.0850574574475006	0.0	0.2142857142857143	0.0
199.0	1.0	0.1004485597660917	0.1004485597660917	0.2549019607843137	0.2549019607843137
203.0	0.0	4.069047683587386e-155	0.0	0.125	0.0
197.0	0.0	2.1733317480883487e-78	0.0	0.1666666666666666	0.0
196.0	1.0	0.137509023052624	0.137509023052624	0.2105263157894737	0.2105263157894737
188.0	1.0	5.714469057614501e-155	5.714469057614501e-155	0.1818181818181818	0.1818181818181818
187.0	1.0	4.9691626058956165e-155	4.9691626058956165e-155	0.1851851851851851	0.1851851851851851
176.0	1.0	4.938285053323768e-155	4.938285053323768e-155	0.1555555555555555	0.1555555555555555
62.0	0.0	0.062624114562185	0.0	0.1764705882352941	0.0
173.0	1.0	0.1281309899083771	0.1281309899083771	0.1951219512195122	0.1951219512195122
168.0	1.0	5.253441210115029e-155	5.253441210115029e-155	0.1785714285714285	0.1785714285714285
166.0	1.0	4.390825315614416e-155	4.390825315614416e-155	0.1351351351351351	0.1351351351351351
160.0	1.0	4.331874694216408e-155	4.331874694216408e-155	0.1351351351351351	0.1351351351351351
158.0	1.0	3.693616541968686e-155	3.693616541968686e-155	0.12	0.12
157.0	1.0	1.9314078486661728e-78	1.9314078486661728e-78	0.2093023255813953	0.2093023255813953
155.0	1.0	4.922348962291463e-155	4.922348962291463e-155	0.1666666666666666	0.1666666666666666
150.0	1.0	0.0835026435116089	0.0835026435116089	0.22	0.22
149.0	0.0	0.0	0.0	0.0	0.0
25.0	0.0	4.283935092171945e-155	0.0	0.125	0.0
143.0	1.0	0.1098597045801032	0.1098597045801032	0.2564102564102564	0.2564102564102564
140.0	1.0	1.7506524468664958e-78	1.7506524468664958e-78	0.16	0.16
139.0	1.0	0.0912715392450193	0.0912715392450193	0.1836734693877551	0.1836734693877551
137.0	0.0	5.153329806887628e-155	0.0	0.1515151515151515	0.0
136.0	1.0	4.726550448515237e-155	4.726550448515237e-155	0.1515151515151515	0.1515151515151515
134.0	1.0	4.776152316153855e-155	4.776152316153855e-155	0.1666666666666666	0.1666666666666666
132.0	0.0	3.252876171537949e-155	0.0	0.0757575757575757	0.0
128.0	0.0	4.542803746870438e-155	0.0	0.15	0.0
126.0	1.0	0.2533654946448646	0.2533654946448646	0.3333333333333333	0.3333333333333333
125.0	1.0	0.1676495122493199	0.1676495122493199	0.2295081967213114	0.2295081967213114
124.0	1.0	6.6843517475306986e-155	6.6843517475306986e-155	0.225	0.225
123.0	1.0	5.200900196683686e-155	5.200900196683686e-155	0.1818181818181818	0.1818181818181818
122.0	0.0	3.962327745598725e-155	0.0	0.1395348837209302	0.0
111.0	1.0	0.1557318889632904	0.1557318889632904	0.2432432432432432	0.2432432432432432
117.0	1.0	1.644045443302432e-78	1.644045443302432e-78	0.1666666666666666	0.1666666666666666
59.0	1.0	0.1862178807401515	0.1862178807401515	0.2641509433962264	0.2641509433962264
113.0	0.0	4.888877917140184e-155	0.0	0.1666666666666666	0.0
104.0	0.0	4.870253281801218e-155	0.0	0.1666666666666666	0.0
10.0	1.0	4.884188340600192e-155	4.884188340600192e-155	0.1515151515151515	0.1515151515151515
1.0	1.0	5.689469354416895e-155	5.689469354416895e-155	0.2	0.2
178.0	1.0	3.3069081344332578e-155	3.3069081344332578e-155	0.1063829787234042	0.1063829787234042
129.0	1.0	4.516328001673977e-155	4.516328001673977e-155	0.1351351351351351	0.1351351351351351
183.0	1.0	0.1370614632695974	0.1370614632695974	0.2352941176470588	0.2352941176470588
181.0	1.0	5.3158692855940656e-155	5.3158692855940656e-155	0.1842105263157894	0.1842105263157894
