question_col	runs_col	bleu_col	bleu_hybrid_col	f1_col	f1_hybrid_col
99.0	0.0	2.384592839964215e-155	0.0	0.0617283950617284	0.0
98.0	0.0	4.9054707110052255e-155	0.0	0.1904761904761905	0.0
86.0	0.0	0.0988866056846687	0.0	0.1754385964912281	0.0
84.0	0.0	1.8315089555655656e-155	0.0	0.047945205479452	0.0
81.0	0.0	5.74867560479262e-155	0.0	0.2307692307692307	0.0
73.0	0.0	2.862894496906034e-155	0.0	0.073170731707317	0.0
66.0	1.0	5.991402682695918e-155	5.991402682695918e-155	0.1999999999999999	0.1999999999999999
64.0	0.0	5.72773290480137e-155	0.0	0.2222222222222222	0.0
6.0	1.0	3.743881382418666e-155	3.743881382418666e-155	0.1	0.1
56.0	0.0	1.9470835047098547e-155	0.0	0.0851063829787234	0.0
49.0	0.0	3.0415346670230594e-78	0.0	0.275	0.0
44.0	0.0	1.1826004862102725e-155	0.0	0.1538461538461538	0.0
42.0	1.0	1.360906575326094e-78	1.360906575326094e-78	0.25	0.25
4.0	1.0	1.2616361153170714e-155	1.2616361153170714e-155	0.1785714285714285	0.1785714285714285
37.0	1.0	4.849829366726974e-155	4.849829366726974e-155	0.1666666666666666	0.1666666666666666
32.0	1.0	5.117896846873718e-155	5.117896846873718e-155	0.1739130434782608	0.1739130434782608
31.0	1.0	3.617014666551307e-78	3.617014666551307e-78	0.25	0.25
29.0	1.0	3.970704449720087e-155	3.970704449720087e-155	0.1538461538461538	0.1538461538461538
23.0	0.0	2.5033646952042467e-155	0.0	0.0975609756097561	0.0
68.0	0.0	8.992652298165107e-79	0.0	0.0824742268041237	0.0
22.0	0.0	0.0	0.0	0.0	0.0
214.0	0.0	4.25897387901493e-155	0.0	0.15	0.0
210.0	0.0	3.762685998942579e-155	0.0	0.1111111111111111	0.0
199.0	1.0	9.061015226675636e-156	9.061015226675636e-156	0.1282051282051282	0.1282051282051282
203.0	0.0	0.0	0.0	0.0	0.0
197.0	0.0	5.7121867137669506e-155	0.0	0.2162162162162162	0.0
196.0	0.0	3.718128840246149e-155	0.0	0.1818181818181818	0.0
188.0	0.0	3.6449283809870003e-155	0.0	0.1428571428571428	0.0
187.0	0.0	4.550160538169341e-155	0.0	0.1428571428571428	0.0
176.0	0.0	3.4237031774818248e-155	0.0	0.1063829787234042	0.0
62.0	1.0	4.550160538169341e-155	4.550160538169341e-155	0.1333333333333333	0.1333333333333333
173.0	0.0	3.144783539361942e-78	0.0	0.1851851851851852	0.0
168.0	0.0	4.550160538169341e-155	0.0	0.1428571428571428	0.0
166.0	0.0	4.1070964670347465e-155	0.0	0.1562499999999999	0.0
160.0	0.0	4.039187183453553e-155	0.0	0.1923076923076923	0.0
158.0	0.0	0.0	0.0	0.0	0.0
157.0	0.0	0.1524212741619861	0.0	0.3103448275862069	0.0
155.0	1.0	5.57043127283747e-155	5.57043127283747e-155	0.217391304347826	0.217391304347826
150.0	1.0	1.7729057058257728e-78	1.7729057058257728e-78	0.2666666666666666	0.2666666666666666
149.0	0.0	1.7338707041357765e-155	0.0	0.0318471337579617	0.0
25.0	0.0	4.3521358589488775e-155	0.0	0.1	0.0
143.0	0.0	5.06160493724778e-155	0.0	0.2058823529411764	0.0
140.0	0.0	4.811208997101563e-155	0.0	0.1282051282051282	0.0
139.0	0.0	5.776401542255454e-155	0.0	0.1666666666666666	0.0
137.0	1.0	4.922348962291463e-155	4.922348962291463e-155	0.2222222222222222	0.2222222222222222
