question_col	runs_col	bleu_col	bleu_hybrid_col	f1_col	f1_hybrid_col
99.0	0.0	0.1258634784891626	0.0	0.2258064516129032	0.0
98.0	1.0	5.287667392736108e-155	5.287667392736108e-155	0.1724137931034483	0.1724137931034483
86.0	1.0	3.803771581523221e-155	3.803771581523221e-155	0.1372549019607843	0.1372549019607843
84.0	1.0	0.077713240207441	0.077713240207441	0.1702127659574468	0.1702127659574468
81.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1481481481481481	0.1481481481481481
73.0	1.0	0.1217802106941195	0.1217802106941195	0.1923076923076923	0.1923076923076923
66.0	1.0	0.1379662085101711	0.1379662085101711	0.2631578947368421	0.2631578947368421
64.0	1.0	6.373704167435469e-155	6.373704167435469e-155	0.2307692307692307	0.2307692307692307
6.0	1.0	4.139185597018791e-155	4.139185597018791e-155	0.1153846153846153	0.1153846153846153
56.0	1.0	0.1857838772238164	0.1857838772238164	0.2916666666666667	0.2916666666666667
49.0	0.0	7.3551835946991814e-155	0.0	0.2558139534883721	0.0
44.0	1.0	0.0844777374253665	0.0844777374253665	0.1458333333333333	0.1458333333333333
42.0	0.0	0.1123065204421829	0.0	0.2291666666666666	0.0
4.0	0.0	4.0855338900337485e-155	0.0	0.1621621621621621	0.0
37.0	1.0	3.289634954129118e-78	3.289634954129118e-78	0.2666666666666666	0.2666666666666666
32.0	1.0	0.2102369368326755	0.2102369368326755	0.2692307692307692	0.2692307692307692
31.0	1.0	0.161955701285324	0.161955701285324	0.2333333333333333	0.2333333333333333
29.0	1.0	4.726550448515237e-155	4.726550448515237e-155	0.1388888888888888	0.1388888888888888
23.0	0.0	1.0575853012906972e-78	0.0	0.2	0.0
68.0	1.0	0.0694116973510286	0.0694116973510286	0.2439024390243902	0.2439024390243902
22.0	0.0	4.393655368849994e-155	0.0	0.1714285714285714	0.0
214.0	0.0	0.1856632113136673	0.0	0.2558139534883721	0.0
210.0	1.0	0.1795019914853141	0.1795019914853141	0.2340425531914893	0.2340425531914893
199.0	1.0	0.0683180127853494	0.0683180127853494	0.2682926829268293	0.2682926829268293
203.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1666666666666666	0.1666666666666666
197.0	0.0	2.0071906430633768e-78	0.0	0.1698113207547169	0.0
196.0	1.0	0.2803950119994003	0.2803950119994003	0.2962962962962963	0.2962962962962963
188.0	1.0	6.13274920178966e-155	6.13274920178966e-155	0.1923076923076923	0.1923076923076923
187.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1666666666666666	0.1666666666666666
176.0	1.0	0.1029370476768733	0.1029370476768733	0.1944444444444444	0.1944444444444444
62.0	1.0	0.1452867953235144	0.1452867953235144	0.2258064516129032	0.2258064516129032
173.0	1.0	0.2003890850014097	0.2003890850014097	0.2857142857142857	0.2857142857142857
168.0	1.0	5.7215239711182055e-155	5.7215239711182055e-155	0.1923076923076923	0.1923076923076923
166.0	1.0	5.253441210115029e-155	5.253441210115029e-155	0.1562499999999999	0.1562499999999999
160.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1538461538461538	0.1538461538461538
158.0	1.0	4.803430137390974e-155	4.803430137390974e-155	0.1470588235294117	0.1470588235294117
157.0	1.0	2.3949201899893037e-78	2.3949201899893037e-78	0.25	0.25
155.0	0.0	4.922348962291463e-155	0.0	0.1724137931034483	0.0
150.0	1.0	0.1392908359945467	0.1392908359945467	0.25	0.25
149.0	1.0	2.267523446918752e-78	2.267523446918752e-78	0.1956521739130435	0.1956521739130435
25.0	1.0	3.3999706075993257e-155	3.3999706075993257e-155	0.0888888888888888	0.0888888888888888
143.0	0.0	0.1718152967132724	0.0	0.25	0.0
140.0	1.0	2.1733317480883487e-78	2.1733317480883487e-78	0.1818181818181818	0.1818181818181818
139.0	0.0	0.1023261438650985	0.0	0.2272727272727272	0.0
137.0	1.0	6.00795009506529e-155	6.00795009506529e-155	0.1851851851851851	0.1851851851851851
136.0	1.0	4.65988169467104e-155	4.65988169467104e-155	0.1538461538461538	0.1538461538461538
134.0	1.0	3.00466076572634e-78	3.00466076572634e-78	0.1851851851851852	0.1851851851851852
132.0	1.0	3.00466076572634e-78	3.00466076572634e-78	0.2380952380952381	0.2380952380952381
128.0	1.0	5.578095830812366e-155	5.578095830812366e-155	0.2222222222222222	0.2222222222222222
126.0	1.0	0.1531682455208201	0.1531682455208201	0.2413793103448276	0.2413793103448276
125.0	1.0	0.1599950589198084	0.1599950589198084	0.1777777777777777	0.1777777777777777
124.0	1.0	0.2350520410695958	0.2350520410695958	0.3333333333333333	0.3333333333333333
123.0	1.0	5.5928682194669055e-155	5.5928682194669055e-155	0.1666666666666666	0.1666666666666666
122.0	1.0	5.359624986283916e-155	5.359624986283916e-155	0.1935483870967742	0.1935483870967742
111.0	1.0	0.1423071532720465	0.1423071532720465	0.2352941176470588	0.2352941176470588
117.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1538461538461538	0.1538461538461538
59.0	1.0	0.096232641408119	0.096232641408119	0.1904761904761905	0.1904761904761905
113.0	1.0	4.9973460604303946e-155	4.9973460604303946e-155	0.1794871794871795	0.1794871794871795
104.0	1.0	5.186903763466333e-155	5.186903763466333e-155	0.1923076923076923	0.1923076923076923
10.0	1.0	4.550160538169341e-155	4.550160538169341e-155	0.1538461538461538	0.1538461538461538
1.0	1.0	6.373704167435469e-155	6.373704167435469e-155	0.24	0.24
178.0	1.0	4.946973787525366e-155	4.946973787525366e-155	0.1578947368421052	0.1578947368421052
129.0	1.0	4.447844384793538e-155	4.447844384793538e-155	0.1538461538461538	0.1538461538461538
183.0	1.0	0.2165195674618105	0.2165195674618105	0.3076923076923077	0.3076923076923077
181.0	1.0	2.760208960798065e-78	2.760208960798065e-78	0.2352941176470588	0.2352941176470588
7.0	1.0	1.1001721750823912e-155	1.1001721750823912e-155	0.1612903225806451	0.1612903225806451
135.0	1.0	0.1892240568795935	0.1892240568795935	0.2857142857142857	0.2857142857142857
50.0	1.0	3.962327745598725e-155	3.962327745598725e-155	0.1363636363636363	0.1363636363636363
39.0	0.0	5.688785400644042e-155	0.0	0.18	0.0
83.0	1.0	0.0997061711345004	0.0997061711345004	0.1999999999999999	0.1999999999999999
71.0	1.0	0.0787911078069031	0.0787911078069031	0.2051282051282051	0.2051282051282051
213.0	1.0	5.859491021246916e-155	5.859491021246916e-155	0.1785714285714285	0.1785714285714285
209.0	1.0	4.351265360873267e-155	4.351265360873267e-155	0.1851851851851852	0.1851851851851852
105.0	0.0	5.709838857194673e-155	0.0	0.1707317073170731	0.0
52.0	1.0	9.177260938256255e-79	9.177260938256255e-79	0.1632653061224489	0.1632653061224489
102.0	1.0	4.039187183453553e-155	4.039187183453553e-155	0.131578947368421	0.131578947368421
21.0	0.0	5.801180374671126e-155	0.0	0.2068965517241379	0.0
34.0	0.0	1.9638269220815202e-78	0.0	0.1842105263157894	0.0
145.0	1.0	0.161955701285324	0.161955701285324	0.2333333333333333	0.2333333333333333
154.0	1.0	4.8727375876830366e-155	4.8727375876830366e-155	0.1666666666666666	0.1666666666666666
198.0	1.0	7.0536631636192156e-155	7.0536631636192156e-155	0.2727272727272727	0.2727272727272727
162.0	1.0	4.777946850498661e-155	4.777946850498661e-155	0.1666666666666666	0.1666666666666666
212.0	1.0	0.3849884217715086	0.3849884217715086	0.34375	0.34375
96.0	1.0	0.162895474896813	0.162895474896813	0.2727272727272727	0.2727272727272727
40.0	1.0	0.1531682455208201	0.1531682455208201	0.25	0.25
79.0	1.0	5.052063697963686e-155	5.052063697963686e-155	0.1428571428571428	0.1428571428571428
141.0	1.0	5.988348039046679e-155	5.988348039046679e-155	0.2222222222222221	0.2222222222222221
80.0	1.0	0.0917303130240239	0.0917303130240239	0.225	0.225
159.0	1.0	3.372307905720069e-78	3.372307905720069e-78	0.2702702702702702	0.2702702702702702
107.0	1.0	0.1496284837254666	0.1496284837254666	0.2285714285714285	0.2285714285714285
163.0	1.0	4.446355400640792e-155	4.446355400640792e-155	0.1818181818181818	0.1818181818181818
211.0	0.0	0.1488369873793744	0.0	0.2142857142857142	0.0
51.0	1.0	0.1348135718388515	0.1348135718388515	0.217391304347826	0.217391304347826
144.0	1.0	5.859491021246916e-155	5.859491021246916e-155	0.2	0.2
167.0	1.0	4.298631483271809e-155	4.298631483271809e-155	0.1578947368421052	0.1578947368421052
131.0	1.0	6.00795009506529e-155	6.00795009506529e-155	0.2083333333333333	0.2083333333333333
120.0	1.0	0.1413125339305953	0.1413125339305953	0.275	0.275
164.0	1.0	6.00795009506529e-155	6.00795009506529e-155	0.2083333333333333	0.2083333333333333
88.0	1.0	6.709616501577743e-155	6.709616501577743e-155	0.2068965517241379	0.2068965517241379
151.0	1.0	0.2276589323255648	0.2276589323255648	0.25	0.25
63.0	1.0	3.617014666551307e-78	3.617014666551307e-78	0.2692307692307692	0.2692307692307692
27.0	1.0	5.359624986283916e-155	5.359624986283916e-155	0.1666666666666666	0.1666666666666666
156.0	1.0	3.00466076572634e-78	3.00466076572634e-78	0.2083333333333333	0.2083333333333333
207.0	1.0	0.1487998309440699	0.1487998309440699	0.25	0.25
24.0	1.0	5.988348039046679e-155	5.988348039046679e-155	0.1999999999999999	0.1999999999999999
133.0	1.0	6.083683266869439e-155	6.083683266869439e-155	0.2058823529411764	0.2058823529411764
103.0	1.0	4.9054707110052255e-155	4.9054707110052255e-155	0.1599999999999999	0.1599999999999999
165.0	1.0	4.333416561231983e-155	4.333416561231983e-155	0.1724137931034483	0.1724137931034483
108.0	1.0	2.23892201373538e-78	2.23892201373538e-78	0.2	0.2
15.0	1.0	1.8982837083468576e-78	1.8982837083468576e-78	0.1509433962264151	0.1509433962264151
45.0	1.0	0.1772712285241271	0.1772712285241271	0.2857142857142857	0.2857142857142857
82.0	1.0	0.2102369368326755	0.2102369368326755	0.2592592592592593	0.2592592592592593
9.0	1.0	5.052063697963686e-155	5.052063697963686e-155	0.1724137931034483	0.1724137931034483
201.0	1.0	2.4188434912136847e-78	2.4188434912136847e-78	0.2571428571428572	0.2571428571428572
171.0	1.0	3.00466076572634e-78	3.00466076572634e-78	0.2380952380952381	0.2380952380952381
182.0	1.0	5.859491021246916e-155	5.859491021246916e-155	0.1785714285714285	0.1785714285714285
13.0	1.0	5.100278386789125e-155	5.100278386789125e-155	0.2121212121212121	0.2121212121212121
114.0	1.0	0.1409260331760708	0.1409260331760708	0.2121212121212121	0.2121212121212121
92.0	1.0	5.038149038220555e-155	5.038149038220555e-155	0.1842105263157894	0.1842105263157894
194.0	0.0	4.177908019702813e-155	0.0	0.125	0.0
175.0	1.0	0.2165195674618105	0.2165195674618105	0.2962962962962963	0.2962962962962963
26.0	1.0	4.9054707110052255e-155	4.9054707110052255e-155	0.1599999999999999	0.1599999999999999
60.0	1.0	0.1258634784891626	0.1258634784891626	0.2258064516129032	0.2258064516129032
110.0	1.0	0.1624673661425072	0.1624673661425072	0.2424242424242424	0.2424242424242424
206.0	1.0	0.095678394736569	0.095678394736569	0.1777777777777777	0.1777777777777777
97.0	1.0	2.1877784991631967e-78	2.1877784991631967e-78	0.2222222222222222	0.2222222222222222
20.0	1.0	5.043788381574437e-155	5.043788381574437e-155	0.1666666666666666	0.1666666666666666
169.0	1.0	5.502673892122423e-155	5.502673892122423e-155	0.1891891891891891	0.1891891891891891
38.0	1.0	0.0967264951141309	0.0967264951141309	0.1999999999999999	0.1999999999999999
192.0	1.0	0.0898479715683185	0.0898479715683185	0.1842105263157894	0.1842105263157894
78.0	1.0	0.2102369368326755	0.2102369368326755	0.2592592592592593	0.2592592592592593
19.0	1.0	4.703022836735944e-155	4.703022836735944e-155	0.1612903225806451	0.1612903225806451
190.0	0.0	0.1508336426652373	0.0	0.2941176470588235	0.0
174.0	1.0	0.1258634784891626	0.1258634784891626	0.21875	0.21875
189.0	1.0	0.2685571502192213	0.2685571502192213	0.25	0.25
152.0	1.0	0.2376814383375842	0.2376814383375842	0.2432432432432432	0.2432432432432432
94.0	1.0	3.00466076572634e-78	3.00466076572634e-78	0.2272727272727273	0.2272727272727273
8.0	1.0	4.927224994977926e-155	4.927224994977926e-155	0.1923076923076923	0.1923076923076923
95.0	1.0	0.1221762491266748	0.1221762491266748	0.2545454545454545	0.2545454545454545
119.0	1.0	5.859491021246916e-155	5.859491021246916e-155	0.2	0.2
115.0	0.0	0.0841577323263664	0.0	0.1509433962264151	0.0
116.0	1.0	5.541564466373977e-155	5.541564466373977e-155	0.1904761904761905	0.1904761904761905
138.0	1.0	0.1598051811511831	0.1598051811511831	0.2631578947368421	0.2631578947368421
177.0	1.0	0.2512712267295304	0.2512712267295304	0.2857142857142857	0.2857142857142857
101.0	1.0	4.717068855239749e-155	4.717068855239749e-155	0.1764705882352941	0.1764705882352941
14.0	0.0	5.188168399367444e-155	0.0	0.1363636363636363	0.0
87.0	1.0	0.1508482522896413	0.1508482522896413	0.2857142857142857	0.2857142857142857
148.0	1.0	0.1692494735161271	0.1692494735161271	0.2708333333333333	0.2708333333333333
43.0	1.0	0.1065219895338181	0.1065219895338181	0.2093023255813953	0.2093023255813953
179.0	1.0	0.1134698271116744	0.1134698271116744	0.1944444444444444	0.1944444444444444
